date_key,full_date,year,quarter,month,month_name,week_of_year,total_orders,delivered_orders,gross_revenue,net_revenue,avg_order_value,total_shipments,delivered_shipments,on_time_shipments,sla_breach_shipments,sla_breach_pct,shipping_cost,avg_shipping_cost,avg_transit_days,avg_delay_days
20241122,2024-11-22,2024,4,11,November,47,694,551,1699335.85,1548304.1,2230.99,758,630,578,54,7.12,148767.64,196.26,4.97,0.03
20250922,2025-09-22,2025,3,9,September,39,323,257,830491.49,758894.1,2349.52,289,248,227,24,8.3,62419.09,215.98,5.03,-0.11
20240504,2024-05-04,2024,2,5,May,18,283,231,781940.92,715698.48,2528.97,273,231,210,22,8.06,54164.02,198.4,4.87,0.04
20250210,2025-02-10,2025,1,2,February,7,217,174,560347.77,505087.82,2327.59,209,179,163,16,7.66,43599.87,208.61,4.94,0.02
20230726,2023-07-26,2023,3,7,July,30,304,251,778351.39,710397.49,2336.83,260,215,201,15,5.77,49213.06,189.28,4.88,-0.04
20220106,2022-01-06,2022,1,1,January,1,217,191,592732.99,540011.0,2488.53,219,180,166,14,6.39,44947.97,205.24,5.16,0.04
20241120,2024-11-20,2024,4,11,November,47,766,632,1928272.3,1753670.3,2289.39,719,599,543,58,8.07,140643.92,195.61,4.92,0.04
20240718,2024-07-18,2024,3,7,July,29,295,237,747781.71,685958.79,2325.28,252,221,203,19,7.54,47682.05,189.21,5.0,-0.04
20250326,2025-03-26,2025,1,3,March,13,234,172,606087.68,541546.88,2314.3,223,188,169,19,8.52,40953.75,183.65,4.79,0.07
20221009,2022-10-09,2022,4,10,October,40,588,483,1509489.11,1361089.54,2314.78,571,480,442,41,7.18,108644.86,190.27,4.78,0.04
20251030,2025-10-30,2025,4,10,October,44,580,490,1352613.22,1239360.11,2136.83,574,485,452,34,5.92,114400.28,199.3,4.91,-0.02
20250709,2025-07-09,2025,3,7,July,28,286,243,692194.32,625894.26,2188.44,270,228,214,15,5.56,52297.48,193.69,4.86,0.0
20221011,2022-10-11,2022,4,10,October,41,552,446,1328459.34,1203351.63,2179.98,602,498,460,40,6.64,117738.57,195.58,4.82,-0.0
20251108,2025-11-08,2025,4,11,November,45,698,572,1879934.98,1700162.25,2435.76,692,571,520,54,7.8,137657.03,198.93,4.94,0.0
20240521,2024-05-21,2024,2,5,May,21,261,202,696621.47,627420.38,2403.91,289,244,223,22,7.61,55301.18,191.35,5.03,-0.02
20230225,2023-02-25,2023,1,2,February,8,225,192,544926.22,500021.92,2222.32,195,169,152,19,9.74,39719.28,203.69,4.92,0.05
20230502,2023-05-02,2023,2,5,May,18,282,225,720890.07,658803.33,2336.18,280,240,221,21,7.5,51614.49,184.34,4.71,-0.01
20230827,2023-08-27,2023,3,8,August,34,286,234,700346.55,633968.9,2216.67,288,249,230,20,6.94,60316.61,209.43,5.13,0.03
20230607,2023-06-07,2023,2,6,June,23,254,202,639408.39,584079.0,2299.52,247,216,200,16,6.48,49133.57,198.92,4.83,-0.01
20251023,2025-10-23,2025,4,10,October,43,569,450,1325767.93,1210305.45,2127.07,563,472,436,37,6.57,109976.87,195.34,4.89,-0.01
20250119,2025-01-19,2025,1,1,January,3,218,193,633763.71,583493.2,2676.57,211,191,181,10,4.74,42863.33,203.14,4.74,-0.06
20240427,2024-04-27,2024,2,4,April,17,277,226,702751.3,637298.69,2300.72,275,237,220,17,6.18,50413.54,183.32,4.97,-0.09
20240203,2024-02-03,2024,1,2,February,5,214,182,558420.09,501498.15,2343.45,204,169,151,18,8.82,40038.32,196.27,4.92,0.02
20250107,2025-01-07,2025,1,1,January,2,225,191,586303.92,526995.74,2342.2,227,197,176,23,10.13,45675.2,201.21,4.9,0.03
20221013,2022-10-13,2022,4,10,October,41,528,420,1301590.66,1184045.99,2242.51,581,484,456,30,5.16,110932.3,190.93,4.82,-0.05
20220819,2022-08-19,2022,3,8,August,33,296,238,663480.46,595769.98,2012.74,297,248,232,16,5.39,58980.03,198.59,4.83,-0.06
20240821,2024-08-21,2024,3,8,August,34,323,265,780061.37,707831.42,2191.43,292,247,233,15,5.14,58091.92,198.94,4.72,0.01
20250109,2025-01-09,2025,1,1,January,2,218,176,520978.81,473646.14,2172.69,232,200,181,19,8.19,47461.37,204.57,5.09,0.02
20230906,2023-09-06,2023,3,9,September,36,280,220,664313.79,607113.67,2168.26,279,235,217,19,6.81,51582.74,184.88,4.56,-0.02
20220426,2022-04-26,2022,2,4,April,17,259,227,648693.9,586924.01,2266.12,283,231,207,27,9.54,58579.55,206.99,5.26,0.07
20250427,2025-04-27,2025,2,4,April,17,273,226,657991.08,590415.99,2162.7,263,221,208,16,6.08,49211.34,187.12,4.67,-0.09
20241202,2024-12-02,2024,4,12,December,49,461,379,1282210.95,1158387.27,2512.77,545,457,419,39,7.16,110264.55,202.32,4.99,-0.04
20250606,2025-06-06,2025,2,6,June,23,235,187,567958.53,517174.08,2200.74,247,206,186,20,8.1,50027.53,202.54,4.99,0.05
20250517,2025-05-17,2025,2,5,May,20,261,218,661670.23,597710.37,2290.08,283,231,205,27,9.54,54447.07,192.39,4.78,0.03
20240907,2024-09-07,2024,3,9,September,36,275,220,795067.35,717776.65,2610.1,271,229,207,22,8.12,53104.07,195.96,5.01,0.02
20220829,2022-08-29,2022,3,8,August,35,297,255,668089.72,613636.54,2066.12,299,241,215,26,8.7,58171.35,194.55,4.7,0.02
20230117,2023-01-17,2023,1,1,January,3,214,172,519124.85,469256.56,2192.79,258,226,208,18,6.98,49630.1,192.36,4.81,0.03
20231025,2023-10-25,2023,4,10,October,43,567,463,1376249.9,1249329.88,2203.4,541,466,426,43,7.95,104607.29,193.36,4.78,-0.01
20241127,2024-11-27,2024,4,11,November,48,733,602,1870193.69,1697059.52,2315.22,728,604,569,38,5.22,146439.94,201.15,5.04,-0.04
20221128,2022-11-28,2022,4,11,November,48,729,594,1853956.67,1672654.09,2294.45,757,652,595,59,7.79,145461.57,192.16,4.94,0.03
20221205,2022-12-05,2022,4,12,December,49,478,383,1176612.06,1082642.34,2264.94,481,405,378,29,6.03,97150.83,201.98,5.1,-0.02
20240126,2024-01-26,2024,1,1,January,4,244,191,648296.75,590295.25,2419.24,246,216,204,13,5.28,48160.36,195.77,4.98,-0.06
20251216,2025-12-16,2025,4,12,December,51,437,360,1145076.96,1030308.97,2357.69,435,374,338,36,8.28,89968.35,206.82,5.19,0.02
20250208,2025-02-08,2025,1,2,February,6,211,187,539573.72,485250.43,2299.77,226,189,170,20,8.85,46884.55,207.45,5.09,0.1
20230830,2023-08-30,2023,3,8,August,35,298,248,826660.98,739515.71,2481.6,286,242,224,20,6.99,55114.9,192.71,4.79,0.04
20231117,2023-11-17,2023,4,11,November,46,771,630,2057772.83,1873427.1,2429.87,689,587,541,46,6.68,132664.78,192.55,4.83,0.01
20230120,2023-01-20,2023,1,1,January,3,222,186,513088.11,464510.34,2092.39,213,175,162,14,6.57,41799.42,196.24,4.79,-0.05
20250510,2025-05-10,2025,2,5,May,19,283,223,667195.02,602408.91,2128.65,282,244,223,21,7.45,58080.82,205.96,5.24,0.01
20231215,2023-12-15,2023,4,12,December,50,457,369,1105179.69,1005527.57,2200.28,461,387,355,32,6.94,89982.69,195.19,4.97,0.01
20240227,2024-02-27,2024,1,2,February,9,219,174,518281.32,468711.23,2140.23,208,172,161,11,5.29,40329.3,193.89,4.79,-0.07
20250221,2025-02-21,2025,1,2,February,8,195,169,486280.63,438500.44,2248.72,216,181,167,14,6.48,42786.6,198.09,4.83,-0.01
20240225,2024-02-25,2024,1,2,February,8,222,191,564135.89,508857.17,2292.15,213,182,167,15,7.04,40634.66,190.77,4.64,0.05
20221021,2022-10-21,2022,4,10,October,42,552,438,1478867.25,1350962.56,2447.4,557,460,426,36,6.46,107357.6,192.74,4.92,-0.06
20220224,2022-02-24,2022,1,2,February,8,208,177,519086.59,469117.13,2255.37,194,164,150,14,7.22,40960.47,211.14,5.03,-0.08
20240927,2024-09-27,2024,3,9,September,39,304,239,817213.17,743212.07,2444.78,361,308,281,27,7.48,73521.2,203.66,4.93,-0.02
20221014,2022-10-14,2022,4,10,October,41,581,462,1587908.04,1442323.08,2482.48,574,488,448,42,7.32,107557.23,187.38,4.67,-0.01
20231005,2023-10-05,2023,4,10,October,40,564,457,1404509.65,1281465.31,2272.1,575,481,457,24,4.17,112594.57,195.82,4.83,-0.11
20220128,2022-01-28,2022,1,1,January,4,230,187,527542.4,475850.77,2068.92,236,199,180,19,8.05,47149.25,199.78,4.83,-0.0
20230116,2023-01-16,2023,1,1,January,3,240,203,578930.94,525745.64,2190.61,242,202,185,18,7.44,48481.86,200.34,4.86,-0.05
20240615,2024-06-15,2024,2,6,June,24,282,224,719250.46,647734.78,2296.93,247,208,191,17,6.88,46500.82,188.26,4.83,-0.0
20220418,2022-04-18,2022,2,4,April,16,266,224,731043.76,661702.64,2487.6,262,227,212,15,5.73,50627.54,193.23,4.77,-0.04
20230910,2023-09-10,2023,3,9,September,36,316,262,770482.23,695699.14,2201.58,286,240,222,18,6.29,52691.24,184.24,4.65,-0.04
20240130,2024-01-30,2024,1,1,January,5,221,196,488769.56,444035.24,2009.21,233,196,181,15,6.44,45836.21,196.72,4.99,-0.01
20230309,2023-03-09,2023,1,3,March,10,227,186,486530.84,445832.03,1964.02,239,194,183,12,5.02,46413.56,194.2,4.76,-0.03
20240630,2024-06-30,2024,2,6,June,26,268,225,641623.0,571384.34,2132.03,250,209,197,12,4.8,50013.99,200.06,4.89,-0.02
20230921,2023-09-21,2023,3,9,September,38,290,235,729650.31,666493.87,2298.25,302,245,225,20,6.62,57267.13,189.63,4.97,0.04
20240107,2024-01-07,2024,1,1,January,1,248,197,584810.9,535446.15,2159.06,200,167,154,14,7.0,36065.43,180.33,4.5,-0.05
20240610,2024-06-10,2024,2,6,June,24,253,203,691599.52,623736.61,2465.36,260,225,213,12,4.62,49676.08,191.06,4.59,-0.06
20221124,2022-11-24,2022,4,11,November,47,710,569,1719881.77,1555665.81,2191.08,719,600,546,55,7.65,145708.78,202.65,5.04,0.05
20230219,2023-02-19,2023,1,2,February,7,221,173,528198.94,476597.32,2156.55,188,157,140,17,9.04,35803.23,190.44,4.82,0.09
20240702,2024-07-02,2024,3,7,July,27,296,240,722255.74,651604.38,2201.37,257,222,205,19,7.39,51777.51,201.47,5.0,-0.04
20251223,2025-12-23,2025,4,12,December,52,444,357,1157865.81,1048153.5,2360.71,434,372,345,30,6.91,83237.59,191.79,4.86,0.01
20241021,2024-10-21,2024,4,10,October,43,574,468,1422774.67,1290046.99,2247.47,566,472,428,45,7.95,107623.12,190.15,4.8,0.09
20231125,2023-11-25,2023,4,11,November,47,786,633,1926820.46,1744515.56,2219.49,745,625,558,68,9.13,145977.49,195.94,4.99,0.02
20240117,2024-01-17,2024,1,1,January,3,234,195,591051.54,535795.54,2289.72,230,201,183,19,8.26,47607.12,206.99,5.05,0.03
20240830,2024-08-30,2024,3,8,August,35,358,303,900231.52,813088.61,2271.2,301,251,231,21,6.98,57756.98,191.88,4.72,0.02
20240220,2024-02-20,2024,1,2,February,8,246,196,620397.29,567299.27,2306.09,222,190,169,21,9.46,45433.01,204.65,5.26,0.06
20231130,2023-11-30,2023,4,11,November,48,744,636,1952063.14,1782752.69,2396.17,742,612,557,57,7.68,145582.79,196.2,4.92,0.03
20220522,2022-05-22,2022,2,5,May,20,287,238,739910.65,666238.46,2321.39,276,224,208,17,6.16,50388.95,182.57,4.81,-0.05
20220129,2022-01-29,2022,1,1,January,4,236,200,653288.03,597302.36,2530.94,239,193,183,13,5.44,47959.15,200.67,4.67,-0.03
20220608,2022-06-08,2022,2,6,June,23,253,207,615771.4,553677.16,2188.45,268,228,204,25,9.33,55119.77,205.67,5.16,0.07
20230825,2023-08-25,2023,3,8,August,34,291,242,688770.81,621237.09,2134.84,289,250,224,27,9.34,57165.57,197.8,4.89,0.02
20250927,2025-09-27,2025,3,9,September,39,300,245,758130.01,687625.5,2292.08,302,253,238,16,5.3,59173.09,195.94,4.86,-0.03
20250220,2025-02-20,2025,1,2,February,8,213,181,568680.95,510631.95,2397.33,227,196,174,22,9.69,44804.48,197.38,4.78,0.04
20240918,2024-09-18,2024,3,9,September,38,303,253,732440.11,664124.16,2191.83,290,236,215,21,7.24,57094.95,196.88,5.1,-0.02
20220306,2022-03-06,2022,1,3,March,9,247,204,607320.62,551687.96,2233.55,236,205,184,22,9.32,47305.31,200.45,4.94,0.05
20220113,2022-01-13,2022,1,1,January,2,226,180,593648.94,539992.01,2389.35,212,181,169,12,5.66,38865.14,183.33,4.71,0.01
20240917,2024-09-17,2024,3,9,September,38,319,256,817280.2,733208.65,2298.46,344,292,269,23,6.69,70018.78,203.54,4.91,-0.01
20240510,2024-05-10,2024,2,5,May,19,254,203,622506.3,559487.53,2202.71,225,191,173,18,8.0,45437.87,201.95,4.84,0.03
20240408,2024-04-08,2024,2,4,April,15,248,204,594201.57,533658.0,2151.85,237,213,194,20,8.44,46891.8,197.86,4.73,0.05
20231103,2023-11-03,2023,4,11,November,44,693,584,1728520.67,1565177.38,2258.55,729,612,567,46,6.31,147633.07,202.51,4.86,-0.04
20240326,2024-03-26,2024,1,3,March,13,244,193,597107.79,540890.41,2216.76,245,207,193,14,5.71,51522.86,210.3,5.07,-0.0
20251224,2025-12-24,2025,4,12,December,52,450,362,1154747.64,1049019.32,2331.15,436,372,339,33,7.57,84985.96,194.92,5.1,0.02
20251016,2025-10-16,2025,4,10,October,42,550,459,1307850.67,1179966.38,2145.39,543,440,411,30,5.52,111593.0,205.51,4.83,-0.03
20251217,2025-12-17,2025,4,12,December,51,451,361,1123855.98,1019076.19,2259.59,461,379,339,41,8.89,92479.49,200.61,4.94,0.08
20230819,2023-08-19,2023,3,8,August,33,285,224,735935.88,666250.22,2337.72,301,250,233,20,6.64,58397.94,194.01,5.02,0.0
20230324,2023-03-24,2023,1,3,March,12,246,205,603497.62,549181.85,2232.45,251,216,197,19,7.57,51140.57,203.75,5.2,0.06
20231127,2023-11-27,2023,4,11,November,48,716,596,1809669.82,1656521.24,2313.58,734,613,555,61,8.31,147544.98,201.01,5.03,0.07
20240318,2024-03-18,2024,1,3,March,12,246,201,591965.66,527789.41,2145.49,240,200,190,10,4.17,50434.16,210.14,5.03,-0.03
20220131,2022-01-31,2022,1,1,January,5,233,187,647361.61,576566.28,2474.53,235,197,175,24,10.21,46037.67,195.9,4.82,0.05
20250825,2025-08-25,2025,3,8,August,35,302,245,792398.13,721697.26,2389.73,305,247,229,18,5.9,59220.45,194.17,5.04,0.0
20251229,2025-12-29,2025,4,12,December,1,435,357,1035053.41,958179.59,2202.71,460,385,360,25,5.43,90607.62,196.97,5.03,-0.05
20220108,2022-01-08,2022,1,1,January,1,227,188,546242.85,497905.31,2193.42,238,201,185,17,7.14,49651.6,208.62,5.04,-0.02
20230824,2023-08-24,2023,3,8,August,34,287,227,701658.23,632091.24,2202.41,290,223,204,21,7.24,56721.22,195.59,4.93,-0.01
20220313,2022-03-13,2022,1,3,March,10,259,216,619993.09,558416.38,2156.05,259,210,199,11,4.25,50257.25,194.04,5.01,-0.08
20221005,2022-10-05,2022,4,10,October,40,588,475,1488098.77,1332599.04,2266.32,594,486,444,44,7.41,119794.93,201.67,4.94,0.04
20220502,2022-05-02,2022,2,5,May,18,258,217,658102.04,600761.09,2328.53,246,214,202,12,4.88,45013.54,182.98,4.59,-0.07
20220801,2022-08-01,2022,3,8,August,31,269,220,695035.1,628143.15,2335.1,274,234,216,18,6.57,53772.54,196.25,5.0,-0.09
20250702,2025-07-02,2025,3,7,July,27,258,211,636700.19,576724.14,2235.36,281,246,224,22,7.83,54068.43,192.41,4.98,0.01
20250515,2025-05-15,2025,2,5,May,20,280,228,656404.67,594462.89,2123.08,273,237,218,19,6.96,58148.76,213.0,5.15,0.01
20220729,2022-07-29,2022,3,7,July,30,277,238,734784.43,668159.65,2412.13,269,226,207,20,7.43,52686.13,195.86,4.96,-0.0
20241231,2024-12-31,2024,4,12,December,1,455,362,1127819.35,1018557.64,2238.59,473,398,368,34,7.19,94254.98,199.27,4.9,0.0
20250615,2025-06-15,2025,2,6,June,24,284,235,728318.0,666353.29,2346.31,243,196,173,24,9.88,45785.29,188.42,4.66,0.04
20250120,2025-01-20,2025,1,1,January,4,251,209,667182.7,604674.03,2409.06,202,184,170,14,6.93,39101.3,193.57,4.63,-0.06
20230209,2023-02-09,2023,1,2,February,6,214,170,501836.32,462633.81,2161.84,197,168,153,15,7.61,41461.19,210.46,5.11,-0.07
20250121,2025-01-21,2025,1,1,January,4,216,171,553657.42,489839.95,2267.78,240,208,188,20,8.33,49374.36,205.73,5.27,0.06
20220821,2022-08-21,2022,3,8,August,33,287,236,791367.32,705553.68,2458.38,285,233,206,28,9.82,56473.29,198.15,5.05,0.04
20231205,2023-12-05,2023,4,12,December,49,445,369,1073185.46,972984.45,2186.48,456,393,362,32,7.02,93563.72,205.18,4.94,-0.0
20240814,2024-08-14,2024,3,8,August,33,297,236,727960.68,662115.14,2229.34,285,229,212,17,5.96,55726.85,195.53,4.86,0.01
20220925,2022-09-25,2022,3,9,September,38,303,251,753206.15,685780.43,2263.3,279,235,214,23,8.24,52763.89,189.12,4.94,0.04
20250108,2025-01-08,2025,1,1,January,2,231,191,586585.18,527639.39,2284.15,222,192,182,12,5.41,44697.31,201.34,4.89,-0.03
20220208,2022-02-08,2022,1,2,February,6,196,155,504072.66,456100.0,2327.04,205,165,152,13,6.34,42949.03,209.51,5.17,-0.02
20251208,2025-12-08,2025,4,12,December,50,450,360,1232246.36,1119384.66,2487.52,462,392,362,30,6.49,94196.42,203.89,5.3,0.03
20230114,2023-01-14,2023,1,1,January,2,230,190,567622.09,523315.27,2275.28,235,204,187,17,7.23,43131.1,183.54,4.77,0.03
20221004,2022-10-04,2022,4,10,October,40,524,421,1413215.95,1286600.47,2455.34,539,455,418,38,7.05,100225.88,185.95,4.83,0.01
20220413,2022-04-13,2022,2,4,April,15,306,255,716154.69,652025.51,2130.8,241,211,191,20,8.3,44715.52,185.54,4.7,-0.03
20240823,2024-08-23,2024,3,8,August,34,283,222,677165.97,622105.66,2198.25,319,266,244,24,7.52,59568.7,186.74,4.64,0.01
20230110,2023-01-10,2023,1,1,January,2,227,179,561972.65,504537.97,2222.63,234,204,184,20,8.55,47601.94,203.43,4.98,0.05
20220503,2022-05-03,2022,2,5,May,18,265,225,659747.4,599982.7,2264.09,272,231,209,22,8.09,53118.21,195.29,5.01,0.08
20240929,2024-09-29,2024,3,9,September,39,317,261,736672.71,674533.55,2127.87,305,259,228,31,10.16,64264.31,210.7,5.13,0.1
20231228,2023-12-28,2023,4,12,December,52,483,420,1272293.14,1166535.37,2415.19,445,380,347,35,7.87,84604.35,190.12,5.06,0.01
20220531,2022-05-31,2022,2,5,May,22,239,194,643416.55,588035.89,2460.4,265,233,208,25,9.43,54121.11,204.23,5.3,-0.01
20220318,2022-03-18,2022,1,3,March,11,257,204,652166.61,597265.36,2323.99,235,199,186,14,5.96,46297.11,197.01,4.97,-0.06
20240601,2024-06-01,2024,2,6,June,22,245,198,629531.54,566078.49,2310.52,268,230,213,19,7.09,53057.36,197.98,5.06,0.03
20231010,2023-10-10,2023,4,10,October,41,565,476,1373739.39,1256032.3,2223.07,542,456,418,38,7.01,106382.32,196.28,4.93,-0.0
20250205,2025-02-05,2025,1,2,February,6,224,181,560306.63,516179.41,2304.37,236,206,193,14,5.93,45946.97,194.69,4.94,-0.03
20220118,2022-01-18,2022,1,1,January,3,261,214,665870.09,604353.56,2315.53,203,167,160,7,3.45,38085.6,187.61,4.77,-0.09
20250814,2025-08-14,2025,3,8,August,33,282,224,755393.47,679692.33,2410.26,321,263,238,28,8.72,62895.44,195.94,5.12,0.09
20230321,2023-03-21,2023,1,3,March,12,249,198,571828.73,510871.67,2051.69,223,187,171,17,7.62,44624.41,200.11,4.73,0.05
20220725,2022-07-25,2022,3,7,July,30,233,197,553120.04,498831.22,2140.91,260,221,204,17,6.54,53621.79,206.24,4.99,-0.08
20230707,2023-07-07,2023,3,7,July,27,288,243,696922.03,629140.77,2184.52,283,224,207,17,6.01,57800.44,204.24,5.25,-0.0
20250311,2025-03-11,2025,1,3,March,11,263,202,657699.87,593599.06,2257.03,275,243,221,24,8.73,53917.67,196.06,4.88,0.06
20240920,2024-09-20,2024,3,9,September,38,292,236,760223.74,682324.0,2336.73,296,234,218,16,5.41,55662.56,188.05,4.65,-0.0
20220204,2022-02-04,2022,1,2,February,5,215,179,540449.44,481415.28,2239.14,225,191,180,11,4.89,46346.92,205.99,5.09,-0.0
20220620,2022-06-20,2022,2,6,June,25,263,224,606215.95,560766.05,2132.19,236,199,180,20,8.47,48682.51,206.28,4.96,0.08
20230909,2023-09-09,2023,3,9,September,36,299,236,707548.83,643881.77,2153.45,296,250,237,15,5.07,56352.56,190.38,4.61,-0.02
20240413,2024-04-13,2024,2,4,April,15,271,234,658483.9,596738.42,2201.99,270,220,201,19,7.04,56370.8,208.78,5.34,0.05
20220328,2022-03-28,2022,1,3,March,13,240,190,643225.34,585778.41,2440.74,220,188,177,12,5.45,42640.12,193.82,4.75,-0.04
20230615,2023-06-15,2023,2,6,June,24,223,185,609259.67,547681.22,2455.97,257,212,198,14,5.45,47904.93,186.4,4.85,-0.06
20241019,2024-10-19,2024,4,10,October,42,588,479,1409485.19,1272805.16,2164.63,593,507,469,39,6.58,117055.13,197.39,4.98,0.04
20250610,2025-06-10,2025,2,6,June,24,240,193,664453.65,604255.28,2517.73,255,213,198,15,5.88,49680.08,194.82,4.65,-0.09
20220812,2022-08-12,2022,3,8,August,32,280,235,667376.62,608992.52,2174.97,278,248,230,18,6.47,56829.57,204.42,4.96,-0.02
20230405,2023-04-05,2023,2,4,April,14,229,187,590690.36,537129.93,2345.55,257,218,200,18,7.0,50341.58,195.88,4.91,-0.1
20230306,2023-03-06,2023,1,3,March,10,235,188,622849.23,568243.15,2418.06,226,196,179,18,7.96,46636.8,206.36,5.08,0.04
20230926,2023-09-26,2023,3,9,September,39,305,237,726776.86,658403.55,2158.7,341,286,256,31,9.09,64986.32,190.58,4.84,0.08
20240229,2024-02-29,2024,1,2,February,9,234,196,592913.45,535997.71,2290.59,234,197,181,16,6.84,44216.73,188.96,4.72,0.02
20250211,2025-02-11,2025,1,2,February,7,214,173,593191.78,532141.46,2486.64,213,169,160,9,4.23,40723.95,191.19,4.83,-0.1
20240419,2024-04-19,2024,2,4,April,16,270,214,666688.92,600893.99,2225.53,244,193,178,15,6.15,46207.08,189.37,4.75,-0.01
20230112,2023-01-12,2023,1,1,January,2,226,195,526063.99,476481.08,2108.32,238,199,186,14,5.88,47986.62,201.62,4.86,-0.04
20230507,2023-05-07,2023,2,5,May,18,299,244,725180.79,668694.76,2236.44,247,202,181,21,8.5,52361.34,211.99,5.15,-0.09
20250620,2025-06-20,2025,2,6,June,25,262,209,722855.97,653283.6,2493.45,240,211,193,19,7.92,49618.02,206.74,5.08,-0.05
20230128,2023-01-28,2023,1,1,January,4,235,195,553419.43,501102.8,2132.35,217,185,170,17,7.83,41738.93,192.35,5.13,0.01
20240817,2024-08-17,2024,3,8,August,33,309,258,769111.82,692435.24,2240.89,293,240,220,20,6.83,60886.74,207.8,5.4,-0.01
20250203,2025-02-03,2025,1,2,February,6,198,159,451461.59,406866.02,2054.88,237,185,169,17,7.17,45376.12,191.46,4.96,0.02
20240302,2024-03-02,2024,1,3,March,9,248,191,586861.02,529673.99,2135.78,227,189,175,15,6.61,42724.72,188.21,4.62,-0.05
20240214,2024-02-14,2024,1,2,February,7,219,173,516916.86,464486.75,2120.94,213,186,173,14,6.57,41630.2,195.45,4.92,-0.03
20230411,2023-04-11,2023,2,4,April,15,228,189,523972.64,475150.94,2084.0,243,206,195,11,4.53,48237.13,198.51,4.66,-0.01
20220112,2022-01-12,2022,1,1,January,2,207,174,516261.1,473262.23,2286.29,232,197,185,13,5.6,45809.69,197.46,4.87,-0.05
20220218,2022-02-18,2022,1,2,February,7,203,165,579193.31,531102.96,2616.27,203,167,159,9,4.43,39043.99,192.33,5.0,-0.03
20250717,2025-07-17,2025,3,7,July,29,300,253,734369.51,668230.67,2227.44,272,235,205,30,11.03,52775.93,194.03,5.01,0.08
20220321,2022-03-21,2022,1,3,March,12,229,196,555153.08,497909.38,2174.28,216,182,167,15,6.94,42772.19,198.02,5.06,0.04
20220422,2022-04-22,2022,2,4,April,16,253,212,608595.82,555232.6,2194.6,261,219,197,22,8.43,50438.88,193.25,4.94,0.0
20250716,2025-07-16,2025,3,7,July,29,243,198,582098.45,521454.06,2145.9,268,231,218,14,5.22,54348.47,202.79,4.89,-0.05
20231226,2023-12-26,2023,4,12,December,52,426,349,1024143.92,924992.75,2171.34,469,384,349,36,7.68,94072.49,200.58,5.06,0.02
20241230,2024-12-30,2024,4,12,December,1,518,421,1317160.84,1202308.58,2321.06,462,398,356,43,9.31,91066.97,197.11,4.95,0.04
20230531,2023-05-31,2023,2,5,May,22,272,221,709111.55,645402.31,2372.8,262,219,199,22,8.4,51235.78,195.56,4.81,0.03
20230801,2023-08-01,2023,3,8,August,31,295,247,755846.67,677094.66,2295.24,271,235,213,22,8.12,53304.51,196.7,4.77,0.05
20230226,2023-02-26,2023,1,2,February,8,210,173,556724.73,502226.2,2391.55,218,180,164,16,7.34,41190.29,188.95,4.97,0.01
20250826,2025-08-26,2025,3,8,August,35,287,235,826328.73,748847.54,2609.22,299,246,229,18,6.02,56092.65,187.6,4.75,0.03
20241117,2024-11-17,2024,4,11,November,46,709,586,1743270.39,1588960.78,2241.13,694,582,542,41,5.91,136414.21,196.56,4.91,-0.02
20240430,2024-04-30,2024,2,4,April,18,254,205,671761.96,606850.81,2389.18,279,229,209,21,7.53,53381.79,191.33,4.76,0.08
20241123,2024-11-23,2024,4,11,November,47,699,574,1690632.76,1531342.15,2190.76,671,565,502,63,9.39,133670.91,199.21,5.08,0.06
20221211,2022-12-11,2022,4,12,December,49,471,374,1153302.49,1038946.54,2205.83,461,383,357,28,6.07,94241.9,204.43,5.05,-0.02
20230620,2023-06-20,2023,2,6,June,25,274,237,653751.35,592647.35,2162.95,255,214,196,19,7.45,52389.88,205.45,4.97,0.01
20250809,2025-08-09,2025,3,8,August,32,314,242,760785.76,689544.17,2196.0,281,238,222,16,5.69,55008.27,195.76,4.85,-0.03
20221026,2022-10-26,2022,4,10,October,43,562,461,1470201.43,1334384.4,2374.35,563,484,437,50,8.88,109192.91,193.95,5.0,0.04
20231024,2023-10-24,2023,4,10,October,43,556,445,1352556.8,1217980.01,2190.61,528,429,395,35,6.63,101031.43,191.35,4.88,0.03
20231012,2023-10-12,2023,4,10,October,41,559,452,1317456.76,1190828.32,2130.28,532,452,420,34,6.39,102559.67,192.78,4.72,0.01
20240618,2024-06-18,2024,2,6,June,25,230,187,554487.95,496996.01,2160.85,274,235,216,19,6.93,53449.25,195.07,4.63,0.0
20250130,2025-01-30,2025,1,1,January,5,217,170,569361.94,517542.21,2384.99,225,195,180,15,6.67,43950.62,195.34,4.8,0.02
20230929,2023-09-29,2023,3,9,September,39,320,262,733042.47,666900.42,2084.06,318,277,261,16,5.03,62895.0,197.78,5.03,-0.06
20220202,2022-02-02,2022,1,2,February,5,241,199,597462.42,538909.19,2236.14,219,191,177,14,6.39,44900.03,205.02,4.83,0.01
20240519,2024-05-19,2024,2,5,May,20,281,227,723526.37,654714.71,2329.95,260,216,198,18,6.92,52592.12,202.28,5.02,0.01
20251215,2025-12-15,2025,4,12,December,51,487,399,1169011.05,1055786.44,2167.94,465,387,353,36,7.74,92199.95,198.28,4.96,0.04
20221226,2022-12-26,2022,4,12,December,52,449,361,1126954.53,1035720.43,2306.73,451,373,340,33,7.32,88329.34,195.85,4.77,-0.01
