date_key,full_date,year,quarter,month,month_name,week_of_year,total_orders,delivered_orders,gross_revenue,net_revenue,avg_order_value,total_shipments,delivered_shipments,on_time_shipments,shipping_cost,avg_shipping_cost,sla_breach_shipments,sla_breach_pct,avg_transit_days,avg_delay_days
20240314,2024-03-14,2024,1,3,March,11,234,188,632389.0000000002,585644.6899999998,2502.755085470085,220,197,197,39592.979999999996,179.9680909090909,23,10.45,4.85,0.06363636363636363
20240315,2024-03-15,2024,1,3,March,11,238,192,548060.22,497694.0399999999,2091.1514285714284,235,215,215,43868.16,186.67302127659576,20,8.51,4.957446808510638,0.0851063829787234
20240316,2024-03-16,2024,1,3,March,11,263,211,646218.04,592803.2999999999,2254.0049429657793,223,198,198,43877.64,196.76071748878923,25,11.21,4.726457399103139,0.06726457399103139
20240317,2024-03-17,2024,1,3,March,11,243,203,662412.6500000001,605408.13,2491.3914814814816,227,206,206,43408.36,191.22625550660794,21,9.25,4.6607929515418505,0.05726872246696035
20240318,2024-03-18,2024,1,3,March,12,246,201,591965.66,527789.41,2145.4854065040654,207,193,193,38234.69,184.7086473429952,13,6.28,4.72463768115942,-0.014492753623188406
20240319,2024-03-19,2024,1,3,March,12,228,181,567189.31,517762.35000000003,2270.8875000000003,241,222,222,48386.79000000001,200.77506224066394,19,7.88,5.141078838174274,0.03319502074688797
20240320,2024-03-20,2024,1,3,March,12,242,196,604578.1399999998,546317.8800000001,2257.511900826447,197,183,183,39416.520000000004,200.08385786802032,14,7.11,5.131979695431472,0.04568527918781726
20240321,2024-03-21,2024,1,3,March,12,210,164,536371.99,489158.11,2329.3243333333335,216,202,202,43829.200000000004,202.91296296296298,14,6.48,5.083333333333333,-0.032407407407407406
20240322,2024-03-22,2024,1,3,March,12,235,205,606063.2000000001,554467.78,2359.437361702128,189,175,175,35679.14,188.77851851851852,14,7.41,4.645502645502646,0.005291005291005291
20240323,2024-03-23,2024,1,3,March,12,249,213,593211.4600000001,544177.0900000001,2185.4501606425706,209,195,195,40703.12,194.75177033492824,14,6.7,5.052631578947368,0.03349282296650718
20240324,2024-03-24,2024,1,3,March,12,225,189,547935.1200000001,495979.1699999999,2204.3518666666664,221,209,209,44247.36,200.21429864253395,12,5.43,4.67420814479638,-0.027149321266968326
20240325,2024-03-25,2024,1,3,March,13,239,200,605707.2200000001,545637.63,2283.0026359832636,235,213,213,46223.310000000005,196.6949361702128,22,9.36,4.863829787234042,0.06382978723404255
20240326,2024-03-26,2024,1,3,March,13,244,193,597107.7900000002,540890.41,2216.7639754098363,190,177,177,40665.84999999999,214.03078947368417,13,6.84,5.089473684210526,0.06842105263157895
20240327,2024-03-27,2024,1,3,March,13,273,232,697131.25,619387.3499999999,2268.8181318681313,217,202,202,43512.78999999999,200.5197695852534,15,6.91,4.797235023041475,0.009216589861751152
20240328,2024-03-28,2024,1,3,March,13,244,201,619428.6,561902.6399999999,2302.8796721311473,244,223,223,45088.60999999999,184.7893852459016,21,8.61,4.692622950819672,0.07377049180327869
20240329,2024-03-29,2024,1,3,March,13,261,207,652776.92,594095.81,2276.229157088123,223,206,206,45843.929999999986,205.57816143497752,17,7.62,5.192825112107624,0.09417040358744394
20240330,2024-03-30,2024,1,3,March,13,211,173,495932.19000000006,460680.77,2183.3211848341234,213,193,193,43879.26000000001,206.0059154929578,20,9.39,5.375586854460094,0.06572769953051644
20240331,2024-03-31,2024,1,3,March,13,253,207,654642.3499999999,590858.6200000001,2335.409565217392,202,191,191,41665.479999999996,206.2647524752475,11,5.45,5.212871287128713,0.009900990099009901
20240401,2024-04-01,2024,2,4,April,14,278,234,743823.9200000002,684470.63,2462.124568345324,211,191,191,42197.41,199.98772511848344,20,9.48,4.777251184834123,0.12322274881516587
20240402,2024-04-02,2024,2,4,April,14,245,202,551837.94,496609.65,2026.9781632653062,250,232,232,49659.479999999996,198.63791999999998,18,7.2,4.932,0.08
20240403,2024-04-03,2024,2,4,April,14,242,200,580409.54,520503.50999999995,2150.840950413223,229,207,207,42749.47999999999,186.67895196506547,22,9.61,4.925764192139738,0.08296943231441048
20240404,2024-04-04,2024,2,4,April,14,291,252,670845.73,613049.2599999999,2106.6984879725082,234,217,217,45843.5,195.91239316239316,17,7.26,4.935897435897436,0.021367521367521368
20240405,2024-04-05,2024,2,4,April,14,266,220,680108.11,613263.83,2305.5031203007516,237,222,222,45544.34999999999,192.17025316455693,15,6.33,5.050632911392405,0.0
20240406,2024-04-06,2024,2,4,April,14,245,186,621499.62,568735.12,2321.367836734694,250,236,236,49175.34,196.70136,14,5.6,4.904,0.016
20240407,2024-04-07,2024,2,4,April,14,254,209,568894.3300000001,521381.8599999999,2052.684488188976,210,200,200,40377.130000000005,192.27204761904764,10,4.76,5.076190476190476,-0.009523809523809525
20240408,2024-04-08,2024,2,4,April,15,248,204,594201.57,533658.0,2151.8467741935483,224,214,214,43027.86,192.0886607142857,10,4.46,4.852678571428571,-0.044642857142857144
20240409,2024-04-09,2024,2,4,April,15,267,229,642064.91,579418.1400000001,2170.1053932584273,236,218,218,46422.10999999999,196.70385593220337,18,7.63,4.728813559322034,0.0
20240410,2024-04-10,2024,2,4,April,15,248,202,609142.17,557100.15,2246.371572580645,248,228,228,47615.66,191.99862903225807,20,8.06,4.786290322580645,0.036290322580645164
20240411,2024-04-11,2024,2,4,April,15,252,210,631099.0700000001,577214.41,2290.533373015873,230,213,213,48283.83000000001,209.92969565217396,16,6.96,5.034782608695652,0.004347826086956522
20240412,2024-04-12,2024,2,4,April,15,250,204,600497.2799999999,540594.77,2162.37908,233,218,218,45077.299999999996,193.46480686695278,15,6.44,4.9957081545064375,0.03862660944206009
20240413,2024-04-13,2024,2,4,April,15,271,234,658483.9000000001,596738.4199999999,2201.9867896678966,209,187,187,42190.649999999994,201.86913875598083,22,10.53,5.196172248803828,0.10526315789473684
20240414,2024-04-14,2024,2,4,April,15,236,182,544123.9400000001,485124.57999999996,2055.612627118644,231,214,214,42763.71,185.12428571428572,17,7.36,4.8441558441558445,0.017316017316017316
20240415,2024-04-15,2024,2,4,April,16,229,176,586960.69,529530.31,2312.3594323144107,227,209,209,44579.44,196.38519823788548,18,7.93,4.757709251101321,0.039647577092511016
20240416,2024-04-16,2024,2,4,April,16,259,210,638107.3200000001,568456.28,2194.811891891892,251,236,236,47855.59,190.65972111553785,15,5.98,4.717131474103586,-0.0398406374501992
20240417,2024-04-17,2024,2,4,April,16,260,207,663403.01,598733.77,2302.8221923076926,215,193,193,47043.350000000006,218.80627906976747,22,10.23,5.455813953488372,0.07906976744186046
20240418,2024-04-18,2024,2,4,April,16,264,203,615368.06,564934.83,2139.904659090909,208,189,189,42672.84,205.1578846153846,19,9.13,5.019230769230769,0.07692307692307693
20240419,2024-04-19,2024,2,4,April,16,270,214,666688.92,600893.99,2225.533296296296,265,242,242,48360.52,182.49252830188678,22,8.3,4.815094339622641,0.06037735849056604
20240420,2024-04-20,2024,2,4,April,16,285,234,744631.3300000001,672896.28,2361.0395789473687,228,195,195,43836.03,192.2632894736842,33,14.47,5.017543859649122,0.19298245614035087
20240421,2024-04-21,2024,2,4,April,16,255,214,723669.1700000002,654434.5399999999,2566.4099607843136,241,222,222,49731.17,206.35340248962655,19,7.88,5.045643153526971,0.06639004149377593
20240422,2024-04-22,2024,2,4,April,17,290,232,717010.16,649490.5300000001,2239.6225172413797,256,241,241,51352.17,200.5944140625,15,5.86,4.8671875,0.0
20240423,2024-04-23,2024,2,4,April,17,256,200,612260.6700000002,562718.26,2198.118203125,245,219,219,49014.45000000001,200.0589795918368,26,10.61,4.938775510204081,0.09795918367346938
20240424,2024-04-24,2024,2,4,April,17,222,177,646143.8300000001,591803.1499999999,2665.7799549549545,236,219,219,44189.55,187.2438559322034,17,7.2,4.77542372881356,0.059322033898305086
20240425,2024-04-25,2024,2,4,April,17,274,221,651913.49,596418.82,2176.71102189781,220,206,206,45154.1,205.2459090909091,14,6.36,4.927272727272728,0.022727272727272728
20240426,2024-04-26,2024,2,4,April,17,266,226,584720.6299999999,534831.4099999999,2010.6443984962402,239,224,224,45586.5,190.73849372384936,15,6.28,4.841004184100418,-0.0794979079497908
20240427,2024-04-27,2024,2,4,April,17,277,226,702751.3,637298.69,2300.7172924187726,218,198,198,46829.58,214.81458715596332,20,9.17,5.371559633027523,0.09174311926605505
20240428,2024-04-28,2024,2,4,April,17,272,225,664703.1900000001,601721.3599999999,2212.2108823529406,263,244,244,51723.18000000001,196.66608365019013,19,7.22,5.114068441064639,0.019011406844106463
20240429,2024-04-29,2024,2,4,April,18,267,201,616577.0100000001,545205.2999999999,2041.9674157303368,229,206,206,46377.40999999999,202.5214410480349,23,10.04,4.868995633187773,0.039301310043668124
20240430,2024-04-30,2024,2,4,April,18,254,205,671761.96,606850.8099999998,2389.176417322834,234,216,216,45327.97,193.7092735042735,18,7.69,4.782051282051282,0.029914529914529916
20240501,2024-05-01,2024,2,5,May,18,278,215,624016.5400000002,571896.06,2057.1800719424464,252,227,227,50232.99,199.3372619047619,25,9.92,4.972222222222222,0.11904761904761904
20240502,2024-05-02,2024,2,5,May,18,271,221,652198.95,591210.53,2181.588671586716,244,224,224,48627.380000000005,199.29254098360659,20,8.2,5.245901639344262,0.040983606557377046
20240503,2024-05-03,2024,2,5,May,18,269,217,670109.2499999999,606409.75,2254.311338289963,259,238,238,51559.39,199.07100386100385,21,8.11,5.104247104247104,0.0694980694980695
20240504,2024-05-04,2024,2,5,May,18,283,231,781940.9199999999,715698.4800000002,2528.9698939929335,257,236,236,51489.84,200.34957198443578,21,8.17,5.023346303501945,0.058365758754863814
20240505,2024-05-05,2024,2,5,May,18,254,206,582915.3399999999,534411.5499999999,2103.9824803149604,230,220,220,42702.72000000001,185.66400000000004,10,4.35,4.769565217391304,-0.034782608695652174
20240506,2024-05-06,2024,2,5,May,19,241,200,573261.74,522581.42999999993,2168.3876763485473,242,227,227,47195.630000000005,195.02326446280995,15,6.2,4.822314049586777,0.04132231404958678
20240507,2024-05-07,2024,2,5,May,19,253,206,635859.3500000001,583996.4400000001,2308.286324110672,250,226,226,46305.05,185.2202,23,9.2,5.032,0.08
20240508,2024-05-08,2024,2,5,May,19,259,220,683476.82,619473.0,2391.7876447876447,240,217,217,47384.91,197.437125,23,9.58,5.025,0.0625
20240509,2024-05-09,2024,2,5,May,19,236,196,640131.8299999998,574069.45,2432.4976694915254,220,204,204,44072.259999999995,200.32845454545452,16,7.27,4.836363636363636,0.04090909090909091
20240510,2024-05-10,2024,2,5,May,19,254,203,622506.3,559487.53,2202.7068110236223,221,201,201,42752.92999999999,193.45217194570134,20,9.05,4.882352941176471,0.06787330316742081
20240511,2024-05-11,2024,2,5,May,19,290,227,731290.75,661584.86,2281.327103448276,232,209,209,45264.06,195.10370689655173,23,9.91,5.008620689655173,0.09482758620689655
20240512,2024-05-12,2024,2,5,May,19,270,221,674431.18,610464.78,2260.980666666667,235,217,217,44686.05,190.15340425531917,18,7.66,4.851063829787234,0.01702127659574468
20240513,2024-05-13,2024,2,5,May,20,310,249,710399.19,641831.4799999997,2070.424129032257,278,252,252,54083.310000000005,194.54428057553957,26,9.35,5.061151079136691,0.08992805755395683
20240514,2024-05-14,2024,2,5,May,20,268,214,648181.42,590759.26,2204.3255970149253,248,226,226,47940.280000000006,193.30758064516132,22,8.87,4.987903225806452,0.04032258064516129
20240515,2024-05-15,2024,2,5,May,20,248,206,665199.74,590910.12,2382.7020967741937,249,234,234,50683.58,203.54851405622492,15,6.02,4.6305220883534135,-0.004016064257028112
20240516,2024-05-16,2024,2,5,May,20,263,226,676919.76,615381.45,2339.853422053232,227,202,202,42085.66,185.3993832599119,25,11.01,5.149779735682819,0.1013215859030837
20240517,2024-05-17,2024,2,5,May,20,270,228,712269.44,646567.4099999999,2394.694111111111,236,223,223,46510.54000000001,197.07855932203393,13,5.51,4.919491525423729,-0.00847457627118644
20240518,2024-05-18,2024,2,5,May,20,268,209,675002.78,612605.21,2285.8403358208952,255,234,234,49277.590000000004,193.24545098039218,21,8.24,5.03921568627451,-0.00392156862745098
20240519,2024-05-19,2024,2,5,May,20,281,227,723526.3699999999,654714.7100000001,2329.9455871886125,246,223,223,49995.77999999999,203.23487804878044,23,9.35,5.024390243902439,0.07317073170731707
20240520,2024-05-20,2024,2,5,May,21,293,241,724951.6099999999,663098.8699999999,2263.1360750853237,261,243,243,53203.549999999996,203.8450191570881,18,6.9,5.245210727969349,-0.03065134099616858
20240521,2024-05-21,2024,2,5,May,21,261,202,696621.47,627420.38,2403.909501915709,249,229,229,46761.20999999999,187.7960240963855,20,8.03,4.991967871485944,0.07228915662650602
20240522,2024-05-22,2024,2,5,May,21,282,238,701475.8999999999,636462.3,2256.958510638298,249,233,233,49082.549999999996,197.11867469879516,16,6.43,5.176706827309237,-0.06827309236947791
20240523,2024-05-23,2024,2,5,May,21,235,194,556773.1,496411.28,2112.388425531915,265,250,250,51202.049999999996,193.21528301886792,15,5.66,4.713207547169811,0.007547169811320755
20240524,2024-05-24,2024,2,5,May,21,267,213,643295.73,587852.22,2201.6937078651686,211,200,200,43020.710000000014,203.88962085308063,11,5.21,5.080568720379147,-0.009478672985781991
20240525,2024-05-25,2024,2,5,May,21,248,194,642719.4199999999,581235.2099999998,2343.6903629032254,249,237,237,45968.609999999986,184.612891566265,12,4.82,4.883534136546185,-0.01606425702811245
20240526,2024-05-26,2024,2,5,May,21,291,243,740323.1499999999,668986.4999999999,2298.922680412371,220,202,202,43192.91,196.33140909090912,18,8.18,4.85,0.04090909090909091
20240527,2024-05-27,2024,2,5,May,22,273,218,737265.5599999999,659909.7199999999,2417.251721611721,232,212,212,41984.57000000001,180.96797413793107,20,8.62,4.935344827586207,0.06465517241379311
20240528,2024-05-28,2024,2,5,May,22,261,218,643393.67,585809.65,2244.4814176245213,242,224,224,49198.32000000001,203.29884297520664,18,7.44,4.785123966942149,0.012396694214876033
20240529,2024-05-29,2024,2,5,May,22,252,206,575467.93,525806.77,2086.5348015873014,253,240,240,50024.92,197.7269565217391,13,5.14,4.857707509881423,-0.015810276679841896
20240530,2024-05-30,2024,2,5,May,22,248,203,591714.69,536885.8499999999,2164.8622983870964,234,213,213,42100.740000000005,179.91769230769233,21,8.97,4.722222222222222,0.09401709401709402
20240531,2024-05-31,2024,2,5,May,22,308,251,774629.57,695936.6500000001,2259.5345779220784,254,230,230,49720.93,195.75169291338582,24,9.45,4.964566929133858,0.0984251968503937
20240601,2024-06-01,2024,2,6,June,22,245,198,629531.54,566078.4900000001,2310.5244489795923,242,226,226,44814.479999999996,185.18380165289256,16,6.61,4.68595041322314,0.0
20240602,2024-06-02,2024,2,6,June,22,256,217,640381.93,581638.42,2272.025078125,243,218,218,50447.79,207.60407407407408,25,10.29,5.082304526748971,0.0823045267489712
20240603,2024-06-03,2024,2,6,June,23,251,190,640389.79,575376.31,2292.3358964143426,215,198,198,42546.2,197.88930232558138,16,7.44,4.906976744186046,-0.027906976744186046
20240604,2024-06-04,2024,2,6,June,23,259,208,649900.8099999999,587807.0700000001,2269.525366795367,242,218,218,46019.369999999995,190.1626859504132,24,9.92,4.9958677685950414,0.05371900826446281
20240605,2024-06-05,2024,2,6,June,23,256,201,596392.62,552979.6399999999,2160.0767187499996,220,199,199,45677.29000000001,207.6240454545455,21,9.55,5.240909090909091,0.06818181818181818
20240606,2024-06-06,2024,2,6,June,23,265,219,702717.8600000001,627431.8700000001,2367.6674339622646,242,217,217,45257.64000000001,187.0150413223141,25,10.33,4.809917355371901,0.08264462809917356
20240607,2024-06-07,2024,2,6,June,23,284,232,721989.63,646863.81,2277.689471830986,261,237,237,51597.73000000001,197.69245210727973,24,9.2,5.176245210727969,0.06896551724137931
20240608,2024-06-08,2024,2,6,June,23,270,219,812858.7299999999,739825.0499999999,2740.0927777777774,247,227,227,45487.29000000001,184.15906882591096,20,8.1,4.59919028340081,0.004048582995951417
20240609,2024-06-09,2024,2,6,June,23,261,208,678123.3700000001,605609.86,2320.3442911877396,237,220,220,45285.740000000005,191.07907172995783,17,7.17,4.818565400843882,0.008438818565400843
20240610,2024-06-10,2024,2,6,June,24,253,203,691599.52,623736.61,2465.36209486166,232,208,208,44750.97,192.89211206896553,24,10.34,4.935344827586207,0.04310344827586207
20240611,2024-06-11,2024,2,6,June,24,226,191,594492.1500000001,528148.9299999999,2336.9421681415924,220,202,202,39791.86,180.8720909090909,18,8.18,4.9409090909090905,0.09545454545454546
20240612,2024-06-12,2024,2,6,June,24,248,201,645291.2300000002,584580.7299999999,2357.180362903225,239,223,223,44975.44000000001,188.18175732217577,16,6.69,4.7238493723849375,-0.012552301255230125
20240613,2024-06-13,2024,2,6,June,24,239,193,612423.0800000001,560690.8799999999,2345.986945606694,216,197,197,41955.67,194.23921296296297,19,8.8,4.8657407407407405,0.0787037037037037
20240614,2024-06-14,2024,2,6,June,24,271,223,637218.88,579871.79,2139.748302583026,225,204,204,47594.93000000001,211.53302222222226,21,9.33,5.128888888888889,0.06222222222222222
20240615,2024-06-15,2024,2,6,June,24,282,224,719250.4600000001,647734.78,2296.931843971631,222,207,207,42792.969999999994,192.7611261261261,15,6.76,4.986486486486487,-0.018018018018018018
20240616,2024-06-16,2024,2,6,June,24,236,188,553323.1300000001,498942.82,2114.1644915254237,225,206,206,44709.740000000005,198.70995555555558,19,8.44,4.773333333333333,0.04
20240617,2024-06-17,2024,2,6,June,25,271,227,643249.92,581260.8399999999,2144.873948339483,239,214,214,45194.479999999996,189.09824267782426,25,10.46,5.096234309623431,0.029288702928870293
20240618,2024-06-18,2024,2,6,June,25,230,187,554487.95,496996.01,2160.8522173913043,245,222,222,46809.75,191.06020408163266,23,9.39,4.738775510204082,0.11020408163265306
20240619,2024-06-19,2024,2,6,June,25,271,211,709241.3300000001,643596.4099999999,2374.894501845018,212,200,200,42373.08999999999,199.8730660377358,12,5.66,5.09433962264151,-0.018867924528301886
20240620,2024-06-20,2024,2,6,June,25,248,203,668919.4499999998,598260.5800000001,2412.341048387097,238,214,214,45634.29,191.7407142857143,24,10.08,5.067226890756302,0.1134453781512605
20240621,2024-06-21,2024,2,6,June,25,259,207,574394.85,515837.88999999996,1991.6520849420847,249,229,229,50367.650000000016,202.27971887550208,20,8.03,4.783132530120482,0.060240963855421686
20240622,2024-06-22,2024,2,6,June,25,235,192,602817.1300000001,541663.7000000001,2304.9519148936174,224,211,211,43776.100000000006,195.4290178571429,13,5.8,5.013392857142857,0.004464285714285714
20240623,2024-06-23,2024,2,6,June,25,263,216,658849.01,596168.72,2266.801216730038,216,201,201,41053.3,190.0615740740741,15,6.94,4.796296296296297,0.037037037037037035
20240624,2024-06-24,2024,2,6,June,26,267,218,725241.8,662550.7000000002,2481.4632958801503,218,203,203,41487.82000000001,190.31110091743122,15,6.88,4.876146788990826,0.022935779816513763
20240625,2024-06-25,2024,2,6,June,26,263,209,652772.45,594526.5700000002,2260.5573003802288,237,218,218,47094.329999999994,198.71025316455695,19,8.02,4.936708860759493,0.05485232067510549
20240626,2024-06-26,2024,2,6,June,26,271,222,684271.6999999997,619753.3200000001,2286.9126199261996,237,221,221,48010.60999999999,202.5764135021097,16,6.75,4.708860759493671,0.05063291139240506
20240627,2024-06-27,2024,2,6,June,26,274,226,688878.54,620943.7000000001,2266.2178832116792,255,236,236,50625.64,198.53192156862744,19,7.45,5.329411764705882,-0.00392156862745098
20240628,2024-06-28,2024,2,6,June,26,263,219,597814.5499999999,538371.0300000001,2047.0381368821297,230,218,218,43912.39000000001,190.92343478260872,12,5.22,4.752173913043478,-0.0391304347826087
20240629,2024-06-29,2024,2,6,June,26,233,201,594936.3399999999,538792.6399999999,2312.4147639484972,254,237,237,55230.009999999995,217.44098425196847,17,6.69,5.291338582677166,0.011811023622047244
20240630,2024-06-30,2024,2,6,June,26,268,225,641623.0000000002,571384.3400000001,2132.0311194029855,218,204,204,44057.77000000001,202.09986238532116,14,6.42,4.844036697247707,-0.009174311926605505
20240701,2024-07-01,2024,3,7,July,27,266,214,655915.9799999999,594626.78,2235.439022556391,232,218,218,45454.31,195.92374999999998,14,6.03,4.810344827586207,0.01293103448275862
20240702,2024-07-02,2024,3,7,July,27,296,240,722255.7399999999,651604.38,2201.3661486486485,236,215,215,47229.649999999994,200.12563559322032,21,8.9,4.822033898305085,0.046610169491525424
20240703,2024-07-03,2024,3,7,July,27,283,236,633090.4299999999,572434.99,2022.738480565371,270,252,252,54134.92,200.4997037037037,18,6.67,5.12962962962963,0.02962962962962963
20240704,2024-07-04,2024,3,7,July,27,285,230,677690.8500000001,611569.4199999999,2145.8576140350874,252,229,229,48744.47,193.43043650793652,23,9.13,5.103174603174603,0.09523809523809523
20240705,2024-07-05,2024,3,7,July,27,293,237,805704.7099999997,716178.9000000001,2444.296587030717,248,232,232,46915.23999999999,189.17435483870963,16,6.45,4.806451612903226,0.056451612903225805
20240706,2024-07-06,2024,3,7,July,27,285,233,763389.4799999999,697819.5700000001,2448.4897192982457,277,253,253,59199.04,213.71494584837546,24,8.66,5.335740072202166,0.08303249097472924
20240707,2024-07-07,2024,3,7,July,27,263,214,694944.1599999999,622312.5,2366.2072243346006,239,219,219,45149.56,188.91029288702927,20,8.37,5.02510460251046,0.06694560669456066
20240708,2024-07-08,2024,3,7,July,28,254,203,585777.45,537467.03,2116.0119291338583,242,227,227,51095.6,211.13884297520661,15,6.2,4.979338842975206,-0.008264462809917356
20240709,2024-07-09,2024,3,7,July,28,292,243,728670.76,667905.38,2287.347191780822,209,194,194,39748.30999999998,190.1833014354066,15,7.18,4.7272727272727275,0.03349282296650718
20240710,2024-07-10,2024,3,7,July,28,278,231,685183.9700000002,625201.17,2248.9250719424463,281,255,255,58161.100000000006,206.9790035587189,26,9.25,4.99644128113879,0.0711743772241993
20240711,2024-07-11,2024,3,7,July,28,260,218,668705.03,604309.57,2324.267576923077,245,230,230,46987.92,191.78742857142856,15,6.12,4.881632653061224,0.0
20240712,2024-07-12,2024,3,7,July,28,265,214,661768.47,592498.2200000001,2235.8423396226417,249,230,230,52318.63,210.11497991967872,19,7.63,5.108433734939759,-0.01606425702811245
20240713,2024-07-13,2024,3,7,July,28,260,214,687825.51,624748.26,2402.8779230769233,236,221,221,45527.38999999999,192.91266949152538,15,6.36,4.86864406779661,-0.025423728813559324
20240714,2024-07-14,2024,3,7,July,28,261,218,682398.9900000001,616976.2899999999,2363.8938314176244,214,200,200,38902.51999999999,181.78747663551397,14,6.54,4.771028037383178,0.02336448598130841
20240715,2024-07-15,2024,3,7,July,29,322,277,833312.28,755601.29,2346.587857142857,256,245,245,51566.53999999999,201.43179687499997,10,3.91,4.7890625,-0.0234375
20240716,2024-07-16,2024,3,7,July,29,276,219,711459.6400000001,650150.3799999999,2355.617318840579,276,262,262,52483.229999999996,190.15663043478258,14,5.07,4.9021739130434785,-0.018115942028985508
20240717,2024-07-17,2024,3,7,July,29,257,220,736404.39,663990.91,2583.622217898833,234,213,213,45459.78999999999,194.27260683760682,21,8.97,4.931623931623932,0.06837606837606838
20240718,2024-07-18,2024,3,7,July,29,295,237,747781.71,685958.7899999998,2325.2840338983046,241,228,228,47288.48999999999,196.21780082987547,13,5.39,5.16597510373444,-0.04979253112033195
20240719,2024-07-19,2024,3,7,July,29,282,236,644858.4199999999,588537.6499999999,2087.012943262411,241,224,224,47482.100000000006,197.02116182572615,17,7.05,5.2946058091286305,0.06639004149377593
20240720,2024-07-20,2024,3,7,July,29,265,218,716977.62,650662.86,2455.331547169811,275,250,250,54605.69999999998,198.56618181818175,25,9.09,5.050909090909091,0.07636363636363637
20240721,2024-07-21,2024,3,7,July,29,298,240,727168.1300000001,662311.7799999999,2222.522751677852,253,235,235,53664.64000000001,212.11320158102768,18,7.11,4.988142292490118,-0.011857707509881422
20240722,2024-07-22,2024,3,7,July,30,272,222,652788.7999999999,600164.1300000001,2206.485772058824,266,242,242,51863.990000000005,194.97740601503762,24,9.02,4.973684210526316,0.12030075187969924
20240723,2024-07-23,2024,3,7,July,30,315,265,822103.2600000002,747860.0400000002,2374.1588571428574,272,258,258,54270.33,199.52327205882352,14,5.15,4.900735294117647,-0.01838235294117647
20240724,2024-07-24,2024,3,7,July,30,310,257,773002.06,699821.8800000001,2257.4899354838712,237,225,225,45818.45,193.32679324894514,12,5.06,5.059071729957806,-0.02531645569620253
20240725,2024-07-25,2024,3,7,July,30,270,220,707498.51,638423.1099999999,2364.5300370370364,266,238,238,53902.63999999999,202.64150375939846,28,10.53,5.142857142857143,0.08646616541353383
20240726,2024-07-26,2024,3,7,July,30,280,231,695701.7899999998,636426.5499999999,2272.951964285714,255,236,236,50798.49,199.20976470588235,19,7.45,5.066666666666666,0.043137254901960784
20240727,2024-07-27,2024,3,7,July,30,277,243,717822.7599999999,649748.67,2345.6630685920577,257,242,242,51126.69,198.93653696498055,15,5.84,4.852140077821011,-0.01556420233463035
20240728,2024-07-28,2024,3,7,July,30,280,231,631441.2799999999,577420.89,2062.2174642857144,241,217,217,47338.490000000005,196.42526970954358,24,9.96,5.132780082987552,0.1037344398340249
20240729,2024-07-29,2024,3,7,July,31,280,228,658904.0699999998,601030.0700000001,2146.5359642857147,256,235,235,47105.469999999994,184.00574218749998,21,8.2,4.875,0.03125
20240730,2024-07-30,2024,3,7,July,31,261,212,652424.81,580631.81,2224.642950191571,239,220,220,48427.8,202.62677824267783,19,7.95,5.133891213389122,0.016736401673640166
20240731,2024-07-31,2024,3,7,July,31,266,221,682025.1799999999,619627.99,2329.4285338345862,264,244,244,54451.03999999999,206.25393939393936,20,7.58,4.950757575757576,0.04924242424242424
20240801,2024-08-01,2024,3,8,August,31,286,233,674905.47,604242.0700000001,2112.7345104895107,255,234,234,46217.67,181.24576470588235,21,8.24,4.658823529411765,0.058823529411764705
20240802,2024-08-02,2024,3,8,August,31,285,242,722637.9699999999,651775.17,2286.9304210526316,218,198,198,43045.39000000001,197.4559174311927,20,9.17,5.068807339449541,0.09174311926605505
20240803,2024-08-03,2024,3,8,August,31,297,247,732581.35,655195.9500000001,2206.04696969697,255,236,236,49896.30000000001,195.6717647058824,19,7.45,5.019607843137255,0.03137254901960784
20240804,2024-08-04,2024,3,8,August,31,329,267,767592.51,706121.5799999998,2146.266200607902,283,260,260,55856.63000000001,197.37325088339227,23,8.13,5.024734982332156,0.02120141342756184
20240805,2024-08-05,2024,3,8,August,32,267,215,639885.0500000002,578911.5899999999,2168.2082022471905,281,249,249,55497.72000000001,197.5007829181495,32,11.39,5.02846975088968,0.13167259786476868
20240806,2024-08-06,2024,3,8,August,32,308,265,741285.3899999998,671855.5299999999,2181.349123376623,259,235,235,46545.81999999998,179.71359073359065,24,9.27,4.833976833976834,0.0888030888030888
20240807,2024-08-07,2024,3,8,August,32,321,260,718373.3500000001,650874.13,2027.6452647975077,259,243,243,49345.23000000001,190.5221235521236,16,6.18,4.9652509652509655,0.04247104247104247
20240808,2024-08-08,2024,3,8,August,32,291,226,753352.0800000001,675850.03,2322.5086941580757,313,289,289,59274.41000000001,189.3751118210863,23,7.35,4.853035143769968,0.009584664536741214
20240809,2024-08-09,2024,3,8,August,32,288,232,706662.09,646844.43,2245.9876041666666,255,241,241,51799.55000000001,203.13549019607848,14,5.49,4.992156862745098,0.00784313725490196
20240810,2024-08-10,2024,3,8,August,32,251,213,678788.8500000001,601199.8300000002,2395.2184462151404,263,241,241,49931.00000000001,189.851711026616,22,8.37,4.828897338403042,0.053231939163498096
20240811,2024-08-11,2024,3,8,August,32,295,246,693550.47,627321.2899999999,2126.512847457627,241,220,220,46687.76000000001,193.7251452282158,21,8.71,4.8796680497925315,0.06639004149377593
20240812,2024-08-12,2024,3,8,August,33,321,266,817375.2599999999,737242.5700000002,2296.705825545172,250,229,229,50219.060000000005,200.87624000000002,21,8.4,5.004,0.032
